PE Ratio,Price to Book,Median PE last 50 days,Sales Growth Last 4 Quarters,Profit Growth Last 4 Quarters,Debt To Equity,PEG Ratio,FCF,Ticker
19.27494,3.2222903,N/A - Requires daily EPS or specialized API,"[np.float64(0.22616247512212773), np.float64(8.981563639948734), np.float64(-6.619407107346713), np.float64(7.822116339090729)]","[np.float64(-12.510936132983378), np.float64(22.245989304812834), np.float64(7.471264367816093), np.float64(35.51401869158878)]",34.023,,4320000000.0,EPL.NS
34.246834,6.026396,N/A - Requires daily EPS or specialized API,"[np.float64(-14.360028052665323), np.float64(13.770885060703247), np.float64(-17.883254279918106), np.float64(48.717562088190576)]","[np.float64(-39.50072284180091), np.float64(53.245482794337676), np.float64(-39.6721596025125), np.float64(122.2808997434265)]",2.915,,1082162000.0,CARERATING.NS
16.976526,1.8599547,N/A - Requires daily EPS or specialized API,"[np.float64(-12.674895037685266), np.float64(10.967869892899643), np.float64(2.8587484940280756), np.float64(-6.005810440703476)]","[np.float64(-24.30068552517532), np.float64(31.39041308624081), np.float64(18.544428080510556), np.float64(-22.370426829268293)]",21.471,,4221900000.0,NCC.NS
97.16666,8.401677,N/A - Requires daily EPS or specialized API,"[np.float64(491.30434782608694), np.float64(-8.0), np.float64(-83.97435897435898), np.float64(140.0)]","[np.float64(1884.7533632286995), np.float64(-39.07103825136612), np.float64(-92.38293444328825), np.float64(46.98684613031508)]",0.143,,-3629500000.0,MMTC.NS
29.410986,3.0101466,N/A - Requires daily EPS or specialized API,"[np.float64(-3.648675330560456), np.float64(25.79808459696728), np.float64(-7.735563817349567), np.float64(0.637066936263816)]","[np.float64(5.867880978367836), np.float64(-4.636044091048698), np.float64(23.846454571389327), np.float64(32.703767579466906)]",47.891,,100821000.0,BAJAJHCARE.NS
,1.341401,N/A - Requires daily EPS or specialized API,"[np.float64(-145.54012790801764), np.float64(-193.42461361909918), np.float64(18.13543879292838), np.float64(117.64523180943962)]","[np.float64(-1123.3362521891418), np.float64(-144.51374001169364), np.float64(-72.39913932221624), np.float64(-13.502698678578076)]",73.632,,10090600000.0,ABFRL.NS
25.38286,3.8729198,N/A - Requires daily EPS or specialized API,"[np.float64(0.6917283208636136), np.float64(-7.033410235864015), np.float64(7.514010654656493), np.float64(35.90647329324372)]","[np.float64(8.492157621703848), np.float64(-19.394283947023723), np.float64(2.862842370104504), np.float64(53.16179421037547)]",0.037,,-4347275000.0,NESCO.NS
6.6364307,1.0131254,N/A - Requires daily EPS or specialized API,"[np.float64(-4.830629091944207), np.float64(3.2354756237326985), np.float64(3.800750388921087), np.float64(9.51394688491732)]","[np.float64(1407.5435203094778), np.float64(30.555555555555557), np.float64(-12.5), np.float64(27.075812274368232)]",190.252,,-10851400000.0,INDOSTAR.NS
86.09655,11.74412,N/A - Requires daily EPS or specialized API,"[np.float64(-32.37078694281681), np.float64(8.328942702772007), np.float64(77.97224893774239), np.float64(-17.612721343160935)]","[np.float64(-14.987285962174374), np.float64(-18.95580340164333), np.float64(152.5983020554066), np.float64(30.667055904247555)]",32.528,,-735296000.0,SERVOTECH.NS
55.636364,1.4618416,N/A - Requires daily EPS or specialized API,"[np.float64(-12.20720961281709), np.float64(27.672775868652156), np.float64(7.457175094881527), np.float64(-26.764538596095854)]","[np.float64(-110.40971891376844), np.float64(2808.5450346420325), np.float64(-420.7407407407407), np.float64(-101.4516129032258)]",78.842,,2932500000.0,RTNPOWER.NS
18.973434,0.7706394,N/A - Requires daily EPS or specialized API,"[np.float64(-7.182154415164124), np.float64(-12.322659100121605), np.float64(-7.9941074458761445), np.float64(1.5624408166357335)]","[np.float64(127.51479289940828), np.float64(-51.67977126518942), np.float64(-34.626168224299064), np.float64(-12.006578947368421)]",2.597,,664400000.0,CENTENKA.NS
7.751839,0.44013357,N/A - Requires daily EPS or specialized API,"[np.float64(-26.290778686211137), np.float64(18.714603392636185), np.float64(8.865391535242392), np.float64(14.310994618775647)]","[np.float64(-46.680698141678484), np.float64(181.23382071562318), np.float64(60.49956481040514), np.float64(-17.29163483250989)]",28.59,,-6074983000.0,VINDHYATEL.NS
46.271427,6.285049,N/A - Requires daily EPS or specialized API,[],[],102.294,,-1425010000.0,SAMBHV.NS
32.894993,4.192007,N/A - Requires daily EPS or specialized API,"[np.float64(6.131253378327179), np.float64(1.5044687953481457), np.float64(4.287677606002107), np.float64(6.764371720724167)]","[np.float64(8.49456421595725), np.float64(4.526194144838212), np.float64(-0.5236939583599438), np.float64(16.165887677127383)]",6.445,,159930000.0,WINDLAS.NS
,0.7703163,N/A - Requires daily EPS or specialized API,"[np.float64(17.008196721311474), np.float64(-17.983193277310924), np.float64(49.122807017543856), np.float64(14.655172413793101)]","[np.float64(-106.39122877390025), np.float64(-2314.9062191510366), np.float64(-21.228615863141524), np.float64(7.25604670558799)]",0.003,,-558100000.0,SCILAL.NS
5.602989,0.5396829,N/A - Requires daily EPS or specialized API,"[np.float64(-7.347400464098874), np.float64(10.12465767226298), np.float64(-1.0593757929459526), np.float64(-6.672192291753004)]","[np.float64(15.786556883857179), np.float64(-10.908129077764062), np.float64(-15.670354508684273), np.float64(-16.030267462477838)]",,,468500000.0,KTKBANK.NS
107.61176,1.8144778,N/A - Requires daily EPS or specialized API,"[np.float64(0.5664234803187095), np.float64(18.559285453398413), np.float64(6.205644059279373), np.float64(-13.954211676174294)]","[np.float64(-19.560227135435547), np.float64(-369.7409157568845), np.float64(-27.944111776447105), np.float64(-3098.943661971831)]",45.253,,9784000000.0,NUVOCO.NS
29.761436,4.7545424,N/A - Requires daily EPS or specialized API,"[np.float64(-32.855818937810234), np.float64(30.300244032033362), np.float64(35.51561463565747), np.float64(-17.941048581110348)]","[np.float64(-36.35841359499843), np.float64(57.7399854699644), np.float64(30.79898280672431), np.float64(-4.508990397053676)]",4.295,,2071379000.0,RATNAMANI.NS
46.085575,3.6991806,N/A - Requires daily EPS or specialized API,"[np.float64(4.949197657772748), np.float64(39.50437234249825), np.float64(12.715411445549671), np.float64(604.8646679869789)]","[np.float64(6.053728052398632), np.float64(10.087633189955202), np.float64(7967.530597552197), np.float64(-100.90506877610461)]",243.402,,-17229740000.0,ACMESOLAR.NS
,-57.444458,N/A - Requires daily EPS or specialized API,"[np.float64(-67.41241173275394), np.float64(-11.85890037360965), np.float64(68.66915656048567), np.float64(-59.180994649447584)]","[np.float64(319.8203728664273), np.float64(-1046.6018191005558), np.float64(-138.09248833068668), np.float64(-115.407828104958)]",,,581872000.0,ORISSAMINE.NS
6.2184043,0.85251915,N/A - Requires daily EPS or specialized API,"[np.float64(30.88897992625973), np.float64(-24.69208071954625), np.float64(12.535163622120143), np.float64(2.4319518533716318)]","[np.float64(398.9415322580645), np.float64(-63.616357968090966), np.float64(-32.869629447248556), np.float64(786.7903930131005)]",28.492,,4065400000.0,ZUARI.NS
21.507616,2.4120932,N/A - Requires daily EPS or specialized API,"[np.float64(1.5419214224944024), np.float64(-0.1909124108902219), np.float64(-2.194974866589164), np.float64(1.3711923996651991)]","[np.float64(-57.000210002912944), np.float64(126.4689638243687), np.float64(-0.03680642885624023), np.float64(8.367818384271493)]",2.879,,1928840000.0,AKUMS.NS
28.085138,2.1745331,N/A - Requires daily EPS or specialized API,"[np.float64(13.056402014804922), np.float64(-11.341343373726211), np.float64(-13.559992268951621), np.float64(-11.849455155596532)]","[np.float64(-53.47451969438469), np.float64(-735.9762234243301), np.float64(-175.68854293127663), np.float64(-27.692241490597702)]",15.189,,894204000.0,PRECAM.NS
40.81262,2.3556395,N/A - Requires daily EPS or specialized API,"[np.float64(80.63062579448243), np.float64(-23.345645117752014), np.float64(80.32518298220933), np.float64(-61.026445423454724)]","[np.float64(377.5156904240729), np.float64(-45.775258320938526), np.float64(37.9501987294901), np.float64(-76.72662700935142)]",0.309,,-2051840000.0,WONDERLA.NS
,7.539746,N/A - Requires daily EPS or specialized API,"[np.float64(-23.797886669957418), np.float64(27.34821816694084), np.float64(-4.75637674335536), np.float64(42.05283073263901)]","[np.float64(105.36061711742511), np.float64(-60.16032252712284), np.float64(4.725485619440338), np.float64(-2.9342019806366837)]",235.96,,-302205000.0,ASTEC.NS
98.25143,13.450677,N/A - Requires daily EPS or specialized API,"[np.float64(5.883488132460368), np.float64(21.855650530512563), np.float64(11.54256176768564), np.float64(6.188351578710661)]","[np.float64(29.894837062362058), np.float64(4.655059965940795), np.float64(9.970414495900863), np.float64(21.62077028385893)]",5.55,,-308256000.0,CUPID.NS
27.87755,1.3066767,N/A - Requires daily EPS or specialized API,"[np.float64(3.7037566879345367), np.float64(9.315818281335522), np.float64(26.63128502683328), np.float64(25.88059329427895)]","[np.float64(70.84828022789618), np.float64(-35.94214652608813), np.float64(-17.285330948121647), np.float64(14.622581058567219)]",34.735,,-6332900000.0,PCJEWELLER.NS
23.530455,1.0662498,N/A - Requires daily EPS or specialized API,"[np.float64(-1.0935451378272982), np.float64(-14.838672335447717), np.float64(-4.272687631677447), np.float64(-0.37303803832714627)]","[np.float64(-168.5108986938448), np.float64(-33.58419171746899), np.float64(9.046729400437838), np.float64(-25.268315245787896)]",20.106,,1235558000.0,IGPL.NS
5.6367116,0.72525656,N/A - Requires daily EPS or specialized API,"[np.float64(5.602543276229099), np.float64(1.1135899698410399), np.float64(-7.798137287044795), np.float64(2.905233168391063)]","[np.float64(4.451156091939217), np.float64(-2.7787103650413), np.float64(-0.9697209578468237), np.float64(5.530996554004664)]",,,17935694000.0,TMB.NS
45.45439,14.679161,N/A - Requires daily EPS or specialized API,[],[],58.926,,7180000.0,CPPLUS.NS
61.342323,4.9937015,N/A - Requires daily EPS or specialized API,"[np.float64(-14.911395378942977), np.float64(44.443920219505), np.float64(-2.0145161543430343), np.float64(3.8343344842164595)]","[np.float64(-33.28467483165364), np.float64(160.5015304921121), np.float64(-33.060658360325), np.float64(272.80312600993034)]",68.675,,679751000.0,HLEGLAS.NS
,1.0240344,N/A - Requires daily EPS or specialized API,"[np.float64(-1.6514103370367783), np.float64(-2.6109245984937846), np.float64(-30.08088818398097), np.float64(0.3501512016552602)]","[np.float64(-43.94141954302382), np.float64(-77.12283823611187), np.float64(135.8116968266457), np.float64(756.372824256036)]",390.287,,14373800000.0,FUSION.NS
99.96198,13.511152,N/A - Requires daily EPS or specialized API,[],[],1.498,,455970000.0,QPOWER.NS
45.658886,8.659238,N/A - Requires daily EPS or specialized API,"[np.float64(-7.893569172074042), np.float64(9.495631519500366), np.float64(1.1266813083444964), np.float64(6.303680159991429)]","[np.float64(-5.437834044161313), np.float64(12.87113629785354), np.float64(11.74037381268512), np.float64(-10.897756745688675)]",0.15,,718880000.0,CLEAN.NS
357.1613,3.5080824,N/A - Requires daily EPS or specialized API,"[np.float64(8.343840391604243), np.float64(25.57511409145944), np.float64(2.881782249371182), np.float64(-20.83554577865433)]","[np.float64(545.7281553398058), np.float64(646.3768115942029), np.float64(-120.78313253012047), np.float64(-112.7471683624496)]",4.925,,-516010000.0,TATVA.NS
40.316376,7.6948123,N/A - Requires daily EPS or specialized API,"[np.float64(-51.382500806839936), np.float64(69.10982692700581), np.float64(-20.442566234007476), np.float64(56.43661460225209)]","[np.float64(-66.8898902138465), np.float64(120.52703815536645), np.float64(-46.053605804827484), np.float64(151.04089219330854)]",0.956,,1370620000.0,KIRLPNU.NS
,5.389912,N/A - Requires daily EPS or specialized API,"[np.float64(3.509375537588164), np.float64(-1.548739179525781), np.float64(4.805732693445533), np.float64(7.118209602681652)]","[np.float64(60.0), np.float64(-25.249169435215947), np.float64(-16.0), np.float64(15.343347639484978)]",191.264,,1622800000.0,MAHLOG.NS
73.51745,8.443474,N/A - Requires daily EPS or specialized API,"[np.float64(11.807907232005421), np.float64(6.97843090721058), np.float64(-7.725061522838924), np.float64(11.626968892480129)]","[np.float64(54.626188588860636), np.float64(-7.07514229683838), np.float64(-32.585320343603016), np.float64(22.587904804821424)]",15.295,,1941345000.0,METROPOLIS.NS
295.26315,5.3313823,N/A - Requires daily EPS or specialized API,"[np.float64(1.0768493317360655), np.float64(19.203300259998656), np.float64(-0.9608784513342588), np.float64(-6.88070841330573)]","[np.float64(-550.0226193168967), np.float64(-124.60143012158815), np.float64(-33.9429138561635), np.float64(-4.6543415403487245)]",13.011,,-3050820000.0,BHAGCHEM.NS
135.6875,2.526685,N/A - Requires daily EPS or specialized API,"[np.float64(-17.81222579701667), np.float64(11.859970554555863), np.float64(10.782892352301559), np.float64(8.49390483680692)]","[np.float64(295.5116696588869), np.float64(35.523114355231144), np.float64(-35.68075117370892), np.float64(70.39999999999999)]",9.165,,561600000.0,INOXGREEN.NS
94.90476,1.4033564,N/A - Requires daily EPS or specialized API,"[np.float64(-11.397433121745252), np.float64(26.636896956750476), np.float64(27.412945230677842), np.float64(-23.20311584683703)]","[np.float64(-48.786246251173644), np.float64(-854.8407073556733), np.float64(-86.12813317297596), np.float64(-418.69923645544975)]",14.325,,-561067000.0,SAURASHCEM.NS
333.50363,9.949623,N/A - Requires daily EPS or specialized API,"[np.float64(-27.944051737103326), np.float64(32.75166713253205), np.float64(9.644922604192788), np.float64(5.362017990815877)]","[np.float64(-82.72348309402501), np.float64(-234.25921127636423), np.float64(6084.9358974358975), np.float64(-91.88134270101483)]",47.517,,-479320000.0,CENTUM.NS
,0.7780447,N/A - Requires daily EPS or specialized API,"[np.float64(-1.0567575501182809), np.float64(-3.302666510828004), np.float64(-5.9707350770873235), np.float64(-9.479279176851799)]","[np.float64(-55.66351875102353), np.float64(-13.138928402086297), np.float64(10.959120324091124), np.float64(-402.80388720726467)]",,,30236400000.0,ESAFSFB.NS
26.88149,4.0099316,N/A - Requires daily EPS or specialized API,"[np.float64(-11.020817762809642), np.float64(3.490129763500379), np.float64(5.235526299225574), np.float64(9.258629442259073)]","[np.float64(-8.081085515098001), np.float64(15.539468443774265), np.float64(-4.725892166869244), np.float64(1.8669450272331716)]",19.046,,231319000.0,RESPONIND.NS
15.99942,3.5463405,N/A - Requires daily EPS or specialized API,"[np.float64(-15.124415067768243), np.float64(-4.828438063001583), np.float64(2.0587825602451595), np.float64(11.954962260620048)]","[np.float64(5.915852280125069), np.float64(-61.10751504476736), np.float64(186.50126156433976), np.float64(-11.235535647629714)]",,,1524431000.0,VSTIND.NS
31.646698,4.678486,N/A - Requires daily EPS or specialized API,"[np.float64(-30.20968229301563), np.float64(38.51431646449472), np.float64(29.211291272730783), np.float64(2.789386434250886)]","[np.float64(-55.206823027718556), np.float64(42.918088737201366), np.float64(22.319964216490234), np.float64(11.541659737235989)]",33.676,,-1623100000.0,POWERMECH.NS
66.22493,10.325521,N/A - Requires daily EPS or specialized API,"[np.float64(26.483908844743713), np.float64(-5.737390165119378), np.float64(-3.2940868083619126), np.float64(1.726589929336474)]","[np.float64(31.690140845070424), np.float64(23.121387283236995), np.float64(4.989885367498315), np.float64(-33.21324026120243)]",12.575,,-881200000.0,SAFARI.NS
20.038101,2.0664873,N/A - Requires daily EPS or specialized API,"[np.float64(9.852660773097591), np.float64(-14.24876627623521), np.float64(32.38303633272464), np.float64(5.945729581880952)]","[np.float64(-2.3539329485766163), np.float64(16.288364376743836), np.float64(29.16139086393299), np.float64(18.611367837338264)]",7.759,,8644200000.0,KRBL.NS
149.20282,3.4676442,N/A - Requires daily EPS or specialized API,"[np.float64(-30.093880032789492), np.float64(-0.44187855161213374), np.float64(31.123820215331122), np.float64(45.775497934868326)]","[np.float64(-66.66829841394166), np.float64(88.40673276458382), np.float64(-16.88067768024838), np.float64(330.79590488771464)]",27.259,,686740000.0,SOBHA.NS
62.52767,11.531918,N/A - Requires daily EPS or specialized API,"[np.float64(-16.576533782527093), np.float64(6.570894672485739), np.float64(24.900753356662317), np.float64(6.099956607440611)]","[np.float64(-54.71257849374709), np.float64(35.444520722217156), np.float64(110.83868660422684), np.float64(49.61358875343883)]",120.007,,4457933000.0,LEMONTREE.NS
,3.357208,N/A - Requires daily EPS or specialized API,"[np.float64(-2.934298195296298), np.float64(7.1485981750271845), np.float64(6.527323092420046), np.float64(-13.288612879839985)]","[np.float64(18.608085656267306), np.float64(10.958623514952889), np.float64(56.1740243122201), np.float64(-230.84972791963162)]",89.04,,-2105600000.0,CHEMPLASTS.NS
33.217373,8.125012,N/A - Requires daily EPS or specialized API,"[np.float64(1.456032809023416), np.float64(4.666747093625131), np.float64(4.295744892485231), np.float64(-13.514902552738134)]","[np.float64(0.5291503626135575), np.float64(43.1665788151072), np.float64(-32.727767515503366), np.float64(-26.024706420619186)]",75.702,,-335944000.0,TINNARUBR.NS
49.716244,8.148636,N/A - Requires daily EPS or specialized API,[],[],,,-239154000.0,KRISHNADEF.NS
54.656445,3.7208273,N/A - Requires daily EPS or specialized API,"[np.float64(-34.95532116200021), np.float64(-3.6424333012182717), np.float64(14.067531133650018), np.float64(51.01692614925257)]","[np.float64(-75.95295633961656), np.float64(182.36739150213813), np.float64(-28.879254561925716), np.float64(45.84748961872405)]",31.729,,-1124040000.0,CYIENTDLM.NS
31.066668,0.6801168,N/A - Requires daily EPS or specialized API,"[np.float64(19.874647370782565), np.float64(-2.06541114545351), np.float64(-3.3150277460320705), np.float64(10.081971208831591)]","[np.float64(299.75501871384824), np.float64(651.3741531381822), np.float64(-82.2981015092888), np.float64(-70.14389947304419)]",0.79,,320858000.0,ANDHRSUGAR.NS
110.92454,11.875568,N/A - Requires daily EPS or specialized API,"[np.float64(-17.422374320549284), np.float64(9.011985026298323), np.float64(-7.662310509659169), np.float64(76.21135617286996)]","[np.float64(32.190064054499885), np.float64(-23.309419496166484), np.float64(16.288696560376508), np.float64(86.25806604668817)]",55.195,,-850316000.0,APOLLO.NS
161.62737,2.399661,N/A - Requires daily EPS or specialized API,"[np.float64(-19.34790885620034), np.float64(24.56709432185611), np.float64(-7.128182540116322), np.float64(2.910639367911169)]","[np.float64(-80.06121014103147), np.float64(-218.38523305914612), np.float64(-238.8632036986674), np.float64(-40.39311043566363)]",17.557,,-1378630000.0,PRINCEPIPE.NS
17.358988,3.7077372,N/A - Requires daily EPS or specialized API,"[np.float64(1.5903416439143554), np.float64(2.392553594507956), np.float64(-0.02935877947419605), np.float64(-0.1478839307211529)]","[np.float64(0.9138907473142794), np.float64(-0.9967531481300226), np.float64(-8.982847137157625), np.float64(-7.797242658773712)]",2.824,,5144704000.0,TANLA.NS
17.542278,2.9117994,N/A - Requires daily EPS or specialized API,"[np.float64(-2.4360484088361734), np.float64(7.03893816061232), np.float64(9.896859040688941), np.float64(5.800505005915279)]","[np.float64(-8.032294793499638), np.float64(6.739586785990498), np.float64(25.58623560427362), np.float64(13.980705361379092)]",26.498,,1746300000.0,AGI.NS
29.011833,2.4613452,N/A - Requires daily EPS or specialized API,"[np.float64(-8.718302521416078), np.float64(2.8871813661668884), np.float64(3.43927401176215), np.float64(-3.8420467483876326)]","[np.float64(-47.09284582139658), np.float64(-23.879573599115727), np.float64(-23.415861756282894), np.float64(-3.64770970943848)]",8.854,,-1821799000.0,MOREPENLAB.NS
133.35555,8.250158,N/A - Requires daily EPS or specialized API,"[np.float64(11.562710847889647), np.float64(3.1013893451334273), np.float64(12.058325502033252), np.float64(-16.647204168524176)]","[np.float64(65.43896873373633), np.float64(-4.015524131570858), np.float64(-240.1022880215343), np.float64(-146.13875158349686)]",11.561,,817860000.0,HONASA.NS
,4.490587,N/A - Requires daily EPS or specialized API,"[np.float64(542.3270929957006), np.float64(26.43225544117962), np.float64(116.68985345946949), np.float64(-47.49963480547305)]","[np.float64(-151.88847492589807), np.float64(264.49495724468875), np.float64(-57.423696198321586), np.float64(119.56158881673318)]",187.304,,57018000.0,TARC.NS
67.56988,8.176303,N/A - Requires daily EPS or specialized API,"[np.float64(0.2873152365584809), np.float64(5.781058696435002), np.float64(-1.675447541355087), np.float64(52.76173168040501)]","[np.float64(4.165096906526016), np.float64(13.90359033042483), np.float64(-4.346438018790478), np.float64(22.841615776794217)]",,,184140000.0,EMUDHRA.NS
14.71978,2.656552,N/A - Requires daily EPS or specialized API,"[np.float64(-10.966842385742842), np.float64(-5.743435775544528), np.float64(7.896633586850177), np.float64(5.876479417750865)]","[np.float64(12.369520983156178), np.float64(-11.843709998769608), np.float64(-13.164573570759138), np.float64(31.974747924520834)]",,,2085011000.0,BEPL.NS
33.21634,2.9614897,N/A - Requires daily EPS or specialized API,"[np.float64(3.7092370859218815), np.float64(6.626478408361603), np.float64(-6.347536760759902), np.float64(9.46238075097514)]","[np.float64(-0.7544979686593152), np.float64(6.494978109708987), np.float64(-0.9236578893651766), np.float64(9.346576641928465)]",23.055,,-393000000.0,KRSNAA.NS
7.8857937,0.32998607,N/A - Requires daily EPS or specialized API,"[np.float64(2.242739611939881), np.float64(-3.4706587968001523), np.float64(4.080763649743066), np.float64(-9.299933669124796)]","[np.float64(-88.2093237330985), np.float64(-30.358820484800216), np.float64(600.6250540704214), np.float64(-263.7445401959627)]",38.427,,4067603000.0,SUMEETINDS.NS
22.026209,4.825184,N/A - Requires daily EPS or specialized API,"[np.float64(2.9080909924172986), np.float64(10.400877472313626), np.float64(-3.2641186537364515), np.float64(4.706725600286704)]","[np.float64(-8.770206000559524), np.float64(22.21916437327996), np.float64(-3.8951671074777594), np.float64(8.025974025974026)]",20.333,,2601300000.0,SHRIPISTON.NS
18.479086,2.0670297,N/A - Requires daily EPS or specialized API,"[np.float64(-11.025083266061076), np.float64(29.461443023940774), np.float64(10.044974772990633), np.float64(10.85139386388413)]","[np.float64(-1.271200008538707), np.float64(-17.089811774908632), np.float64(11.162701477047479), np.float64(-19.639920948616602)]",4.633,,437049000.0,PARACABLES.NS
103.03425,2.323246,N/A - Requires daily EPS or specialized API,"[np.float64(16.900479835903447), np.float64(-9.090606373414138), np.float64(-13.442859201614066), np.float64(-4.550331508432144)]","[np.float64(-600.952380952381), np.float64(-125.95797280593327), np.float64(0.9987515605493134), np.float64(-159.50965824665678)]",72.575,,1728800000.0,SOLARA.NS
119.007095,2.1880155,N/A - Requires daily EPS or specialized API,"[np.float64(-23.05360793702006), np.float64(6.771900355135534), np.float64(7.550589095411987), np.float64(-5.953804604709546)]","[np.float64(-93.4490654784008), np.float64(27.90564208109873), np.float64(-50.54368570953187), np.float64(-70.54208808570999)]",22.46,,-152528000.0,PSPPROJECT.NS
256.70453,10.202331,N/A - Requires daily EPS or specialized API,"[np.float64(4.86262276537031), np.float64(4.6417361671598965), np.float64(0.9195069415533875), np.float64(5.294554880024395)]","[np.float64(-35.46195652173913), np.float64(5.444126074498568), np.float64(-61.200667037242916), np.float64(48.923841059602644)]",185.568,,1082400000.0,HCG.NS
78.758095,11.948393,N/A - Requires daily EPS or specialized API,[],[],99.132,,-875010000.0,SPECTRUM.NS
44.62042,5.2380877,N/A - Requires daily EPS or specialized API,"[np.float64(-56.02471768402726), np.float64(1.428794072051453), np.float64(2.0610042920122273), np.float64(14.681419601343896)]","[np.float64(-68.33213414510145), np.float64(6.087827529703047), np.float64(8.472798917706948), np.float64(-2.377481484060191)]",18.125,,-4039513000.0,JWL.NS
112.366455,2.958095,N/A - Requires daily EPS or specialized API,"[np.float64(-0.24019215372297836), np.float64(1.051779935275081), np.float64(1.0175309550079685), np.float64(-1.4061240934730057)]","[np.float64(-3.125), np.float64(16.78832116788321), np.float64(-12.244178970630625), np.float64(7.665517241379311)]",,,-30300000.0,RIIL.NS
31.945328,4.0470433,N/A - Requires daily EPS or specialized API,"[np.float64(72.94181326116373), np.float64(-13.623825330777503), np.float64(-11.663156155784083), np.float64(-0.03715630418627694)]","[np.float64(192.6241134751773), np.float64(16.14497528830313), np.float64(-50.92966855295069), np.float64(-7.961309523809524)]",46.034,,-83900000.0,PUNJABCHEM.NS
49.75893,3.7777414,N/A - Requires daily EPS or specialized API,"[np.float64(-17.517960492207422), np.float64(1.478428599881571), np.float64(-1.2207926641078153), np.float64(-8.797152302026227)]","[np.float64(0.9194636462063797), np.float64(20.776542775235125), np.float64(-23.887578857107858), np.float64(1.049830185905817)]",47.867,,-849719000.0,SPMLINFRA.NS
8.334062,0.954527,N/A - Requires daily EPS or specialized API,"[np.float64(-7.368327979015002), np.float64(20.993509735396902), np.float64(-9.189434255551118), np.float64(-3.527169724866182)]","[np.float64(-81.40177402937327), np.float64(246.68123004537054), np.float64(-10.078573587186462), np.float64(20.920884341311897)]",32.279,,3086900000.0,DALMIASUG.NS
56.181057,5.817816,N/A - Requires daily EPS or specialized API,"[np.float64(-61.635189678856065), np.float64(88.69452025075077), np.float64(1.8526702642352066), np.float64(35.60434014635378)]","[np.float64(-122.29525299947835), np.float64(1078.0008193363376), np.float64(-52.16539290613365), np.float64(-172.41379310344826)]",7.92,,-102600000.0,BEML.NS
68.95376,14.483094,N/A - Requires daily EPS or specialized API,"[np.float64(2.3508297512097527), np.float64(5.565862526215556), np.float64(-1.023576432330333), np.float64(8.505744940691253)]","[np.float64(-3.7118752039278444), np.float64(7.070253364608807), np.float64(-4.459843921356708), np.float64(9.246075843867203)]",5.838,,-47570000.0,GABRIEL.NS
149.37852,2.3407137,N/A - Requires daily EPS or specialized API,"[np.float64(-1.3294333335137218), np.float64(-7.462320323571977), np.float64(6.697835544097283), np.float64(-7.693275155692049)]","[np.float64(-217.82385429746918), np.float64(245.54979362895546), np.float64(-54.041828793774314), np.float64(17.74812439150106)]",29.79,,-1144415000.0,GREENPANEL.NS
,0.55684865,N/A - Requires daily EPS or specialized API,"[np.float64(-23.687203205934132), np.float64(3.536569348181361), np.float64(4.594567195770264), np.float64(6.316483500442185)]","[np.float64(-120.59541858508622), np.float64(-4460.253318718792), np.float64(-96.47916614853965), np.float64(-30.627609885124897)]",107.317,,-1034832000.0,JINDALPOLY.NS
39.366196,8.01141,N/A - Requires daily EPS or specialized API,"[np.float64(-25.409651496732415), np.float64(12.79863221525607), np.float64(5.525317901469581), np.float64(14.7554344458697)]","[np.float64(-54.106546845463136), np.float64(21.72711307761537), np.float64(26.545640159416024), np.float64(47.84947592800474)]",3.527,,1916267000.0,NEWGEN.NS
59.89637,2.8393645,N/A - Requires daily EPS or specialized API,"[np.float64(245.91705348351564), np.float64(-94.47507173601147), np.float64(2098.1603153745073), np.float64(-95.95513978951844)]","[np.float64(-39.77581653485281), np.float64(-478.31080480213427), np.float64(60.41369472182596), np.float64(-210.22012578616352)]",75.91,,-5566331000.0,MAHLIFE.NS
15.529285,2.791056,N/A - Requires daily EPS or specialized API,"[np.float64(-5.2280649093064), np.float64(20.455400370325933), np.float64(-15.50713201488325), np.float64(-10.000850737490769)]","[np.float64(12.359112051771337), np.float64(11.29513229060079), np.float64(-1.0983337050897586), np.float64(31.044020731558792)]",46.595,,-286532000.0,MARATHON.NS
20.790545,55.650818,N/A - Requires daily EPS or specialized API,"[np.float64(-5.198014098652617), np.float64(12.0973737627473), np.float64(-18.266765459490113), np.float64(-1.6085847663406)]","[np.float64(-11.329689228937154), np.float64(5.838584913315121), np.float64(-0.953416789672345), np.float64(-0.02704946570609818)]",,,3400130000.0,BFUTILITIE.NS
,3.1612186,N/A - Requires daily EPS or specialized API,"[np.float64(2.6138385295778184), np.float64(-9.975612488863428), np.float64(0.8974857771399021), np.float64(4.681723092075503)]","[np.float64(-105.79031569072528), np.float64(-68.52261492017875), np.float64(-716.3427475706068), np.float64(-34.80522507442447)]",11.072,,-142216000.0,DIAMONDYD.NS
,7.4659195,N/A - Requires daily EPS or specialized API,"[np.float64(3.3338128342098052), np.float64(-2.9357422245779836), np.float64(0.43911399406837415), np.float64(34.180398315833656)]","[np.float64(-24.865145732325026), np.float64(174.2493054345263), np.float64(-24.751596877217885), np.float64(-73.03472693157376)]",25.178,,-93522000.0,BORORENEW.NS
